date,temp_max,temp_min,temp_mean,humidity_max,humidity_min,precipitation,wind_speed_max,wind_direction,pressure_mean,cloud_cover,evapotranspiration
2011-05-25,29.0765,24.5765,26.449417,95.03136,76.01927,3.1,5.904439,144.76662,971.0257,97.541664,2.8238444
2011-05-26,29.126501,22.7765,25.314001,98.79393,70.12289,7.0999994,10.315115,116.67455,972.37714,85.041664,3.560146
2011-05-27,28.5265,23.1765,25.268167,98.20508,73.24954,6.2999997,5.0911684,60.15415,972.2718,91.916664,3.0036566
2011-05-28,27.9265,23.376501,25.326502,94.983925,76.569664,4.6,7.7879906,142.01643,971.83295,96.541664,2.6853783
2011-05-29,27.5265,23.5765,25.3265,95.858864,79.33098,3.3000002,6.9247384,136.46873,972.8865,99.083336,2.3970308
2011-05-30,28.4265,23.2765,25.528585,97.02972,72.79923,7.699999,6.6185193,157.5332,973.2391,99.416664,2.5648282
2011-05-31,30.5265,23.4265,26.616087,97.31731,63.540436,0.3,9.885262,162.29947,971.3448,92.958336,3.999347
2011-06-01,30.0765,24.226501,26.914,93.90302,66.79846,0.0,7.92,179.42126,970.6843,98.458336,3.4768422
2011-06-02,30.626501,23.726501,26.626503,96.74541,67.07998,3.0000002,5.4833565,158.19853,972.2995,93.958336,3.812698
2011-06-03,29.376501,23.376501,25.728584,99.098656,74.30434,7.0999994,6.151683,139.12769,972.6868,97.0,3.1533742
2011-06-04,30.1765,23.476501,26.299417,97.61307,66.617,2.1,9.504273,165.53654,971.5704,93.833336,3.7023506
2011-06-05,28.9265,23.4265,25.699417,98.20643,77.87715,4.799999,7.208994,144.94754,972.157,98.125,3.1507814
2011-06-06,27.5265,23.3265,25.205667,98.203094,79.09235,8.799999,10.661107,152.0803,973.2383,98.791664,2.1619177
2011-06-07,28.2765,23.876501,25.557749,96.45154,81.59358,4.6000004,5.937272,152.64114,973.0017,98.75,2.7785647
2011-06-08,30.5765,23.8265,26.574419,96.75139,66.86832,1.2,8.669949,175.09491,971.80255,98.625,3.7428486
2011-06-09,29.4265,23.6765,26.291086,91.03926,68.92726,0.5,11.542478,185.93839,970.6291,95.541664,3.3312645
2011-06-10,29.626501,23.976501,26.088999,91.34493,64.32018,0.6,11.609651,168.89618,969.23834,99.541664,3.5070324
2011-06-11,28.0765,23.126501,25.380669,95.29524,73.60134,3.0,11.159999,155.45943,969.2376,95.541664,2.9896803
2011-06-12,29.726501,22.5765,25.772331,98.19369,69.699875,6.5,10.105681,166.63776,970.532,81.375,3.9713423
2011-06-13,26.7765,23.0265,25.039001,98.497795,80.18641,13.1,11.923557,174.07835,970.92334,92.166664,2.070146
2011-06-14,28.9265,23.2765,25.49317,92.446014,66.56748,1.0,13.18308,169.19759,971.3291,96.875,2.728539
2011-06-15,29.8265,23.3265,25.261915,94.989426,68.38184,3.5,11.27553,172.31242,970.8803,91.166664,2.5554287
2011-06-16,29.9265,22.9265,25.505667,98.497795,69.85827,5.8999996,10.948973,167.3302,970.05133,79.958336,3.437145
2011-06-17,28.1765,23.226501,25.29109,97.9118,74.33136,3.6999998,9.028754,161.02444,969.62134,97.208336,2.6608124
2011-06-18,29.626501,23.376501,25.782751,98.50116,71.03889,2.1000001,8.557102,184.13194,969.0906,99.291664,2.8966837
2011-06-19,30.2765,23.726501,26.228584,92.502975,65.63827,1.8,10.446206,199.53674,967.9556,97.458336,3.5469842
2011-06-20,28.5265,23.626501,25.63067,93.5629,73.496544,9.2,9.673221,191.99437,968.9974,99.75,2.710844
2011-06-21,29.626501,23.1765,25.891083,93.83847,67.88247,0.1,6.638072,190.56465,969.5811,97.541664,3.0802894
2011-06-22,30.976501,23.9265,26.89525,91.34493,60.258602,0.0,7.42159,210.52962,968.2285,91.916664,3.7261257
2011-06-23,31.5265,24.4265,27.439003,87.03027,56.303913,0.0,7.653705,212.79239,966.1265,98.541664,3.8299737
2011-06-24,29.626501,24.126501,26.366087,95.8831,69.59241,4.9,6.9247384,196.44344,965.0809,99.375,2.6574557
2011-06-25,26.5265,23.626501,24.886915,97.916435,86.17354,16.5,6.1305785,185.4713,965.81226,100.0,1.5297042
2011-06-26,24.976501,22.8265,23.803583,98.502815,91.95009,29.399998,5.904439,158.40828,968.3923,100.0,0.95501256
2011-06-27,25.726501,23.1765,24.297335,99.09799,91.169586,20.900002,5.506941,158.60515,969.70776,100.0,1.6106766
2011-06-28,29.476501,22.876501,25.33275,99.39718,69.98537,5.5999994,10.440001,172.5192,969.9711,93.625,2.8789175
2011-06-29,29.726501,23.3265,25.859835,95.2797,66.32523,0.4,7.172949,181.55336,971.0134,96.791664,3.3736725
2011-06-30,30.4265,22.9265,26.255669,92.111824,63.326706,2.9,8.714677,200.97067,970.59186,99.541664,4.166507
2011-07-01,29.376501,23.8265,26.066086,92.18548,69.88319,1.9000001,9.178235,187.39746,970.1407,99.083336,3.8073115
2011-07-02,26.876501,22.9265,24.25775,98.19772,82.911674,16.500002,11.609651,162.87683,970.71234,99.625,1.6555063
2011-07-03,27.5265,22.7765,24.111917,98.79439,78.38024,21.099998,6.763786,155.79074,972.09357,99.125,2.4225714
2011-07-04,29.226501,22.226501,24.970251,98.792595,68.05924,7.5,5.8603754,169.4691,973.5838,89.208336,3.6394668
2011-07-05,30.476501,23.376501,26.393167,95.56563,63.145638,2.2,7.5942073,193.92834,973.51495,31.958334,4.703492
2011-07-06,32.6265,23.5765,27.532751,92.9936,54.531013,0.1,7.9932976,242.76,972.25684,17.791666,5.311804
2011-07-07,33.0765,23.626501,27.903582,90.51328,52.583363,0.4,9.531505,245.09526,971.6597,35.083332,5.067031
2011-07-08,32.8265,24.976501,28.58692,83.47825,54.41425,0.1,10.636766,260.4258,971.29565,60.375,5.1303277
2011-07-09,30.5265,25.5265,27.655663,91.70612,67.48497,1.3,6.725354,224.82259,969.5991,98.833336,3.3874762
2011-07-10,30.4265,24.726501,26.755667,93.332466,68.29173,2.0,8.049845,201.80144,968.2212,95.666664,3.3587337
2011-07-11,29.0265,24.2765,26.164003,97.33707,73.8021,2.5,6.6087217,155.8978,968.1379,98.458336,3.4832463
2011-07-12,30.5765,23.376501,26.724413,96.44239,61.839252,0.6,10.105681,141.74553,968.4538,97.875,4.433192
2011-07-13,28.376501,23.9265,25.961916,96.46722,74.58884,6.5999994,6.638072,152.19864,969.35724,98.75,2.6015577
2011-07-14,28.3265,23.8265,25.832748,97.916435,76.39263,4.4999995,7.9036193,180.91663,969.3423,99.708336,2.8061008
2011-07-15,27.376501,23.5765,24.96192,98.209114,83.21852,22.100002,5.315336,176.97281,969.451,99.875,2.0512125
2011-07-16,28.8265,23.0765,24.895254,99.09628,73.991196,20.4,5.1919937,161.83821,969.6761,97.083336,2.1475756
2011-07-17,29.126501,22.976501,25.639,98.20508,69.92041,8.9,7.9036193,181.3234,969.7776,96.875,3.127787
2011-07-18,30.0265,23.2765,25.893167,91.874535,65.38859,1.3000001,10.041354,183.64249,969.91504,98.5,3.436473
2011-07-19,29.0265,23.7765,25.859833,95.28663,69.26015,1.5000001,9.028754,190.6308,969.4011,99.333336,3.0156987
2011-07-20,25.6765,23.4265,24.49317,97.91567,87.93506,7.6000004,7.072878,156.77744,969.89154,99.958336,1.0977422
2011-07-21,25.6765,23.126501,24.286919,98.49837,91.434265,14.9,7.172949,150.20811,970.8364,99.791664,1.4030789
2011-07-22,27.976501,23.0765,24.970253,98.7989,72.07933,6.6,8.669949,185.48015,970.6494,92.375,2.4135542
2011-07-23,29.976501,23.5765,26.257751,93.318,66.77845,0.70000005,6.28713,188.09201,969.45465,98.416664,3.7297516
2011-07-24,28.626501,22.876501,25.378586,97.90715,72.631065,18.0,9.085988,116.075294,970.7369,96.291664,3.1766145
2011-07-25,29.226501,23.0765,26.009832,97.310295,70.78891,2.4999998,4.8433046,152.9045,972.85205,51.833332,3.1884623
2011-07-26,31.2765,23.0765,26.853586,98.497795,62.514282,0.1,7.208994,165.89168,972.61005,36.75,4.8596516
2011-07-27,32.0765,23.6765,27.426504,97.028625,60.506634,0.5,6.1305785,192.45824,971.19183,74.791664,5.0039763
2011-07-28,31.376501,24.976501,27.691086,93.907425,63.721516,0.0,7.653705,174.25781,969.9761,79.25,4.338062
2011-07-29,32.1265,24.5265,28.039001,94.46129,57.83526,0.1,8.557102,229.12088,968.6838,55.791668,4.9299335
2011-07-30,32.5265,24.6765,27.853584,87.40634,53.69426,0.4,10.587917,243.85837,966.24176,99.75,3.9956653
2011-07-31,28.9265,23.726501,25.849419,96.46588,77.64473,25.0,9.387651,221.39427,964.0085,99.583336,2.390121
2011-08-01,24.2765,22.876501,23.574415,98.80245,96.13537,46.399998,11.090103,144.92418,966.1385,100.0,0.649874
2011-08-02,25.4265,23.1765,23.945251,99.10001,86.06296,16.1,6.151683,137.78209,970.2378,99.958336,1.1343415
2011-08-03,26.5765,22.876501,24.286919,99.09559,88.010735,12.799998,7.771331,150.27559,972.26715,98.583336,1.5532031
2011-08-04,28.626501,22.726501,25.055666,98.19638,71.54123,5.2,9.021574,180.34935,971.7082,94.041664,2.3420305
2011-08-05,29.476501,23.5765,26.105669,91.33251,67.901985,0.5,6.489992,182.94138,970.09717,95.666664,3.041383
2011-08-06,28.8265,23.7765,25.718172,97.91876,73.54698,6.3999996,6.6087217,197.94948,968.8548,92.125,2.7388237
2011-08-07,26.1765,23.5265,24.678587,98.80113,88.48273,64.100006,5.2416787,183.24518,969.46674,99.791664,1.428493
2011-08-08,27.6765,23.226501,25.153587,98.20172,77.93038,6.1999993,5.634891,190.84573,971.09717,96.708336,2.0940259
2011-08-09,29.0765,22.8265,25.649422,96.72734,71.190315,8.299999,7.9932966,197.25899,970.98926,98.583336,2.822911
